order_id,order_date,ship_date,customer_id,customer_name,customer_segment,product_id,product_name,category,subcategory,quantity,sales,discount,profit,region,city,state,shipping_cost,payment_type
ORD-001250,2024-07-24 05:02:48,2024-08-01 05:02:48,CUST-4116,Jeffrey Taylor,Corporate,PROD-6162,Decor Body,Home & Kitchen,Decor,10,6097.28,0.34,-1215.62,East,Charlotte,NC,6.45,Credit
ORD-001251,2024-01-07 11:15:55,2024-01-09 11:15:55,CUST-9129,Brittany Hahn,Retailer,PROD-5678,Outerwear About,Apparel,Outerwear,3,558.81,0.35,-122.7,Midwest,Minneapolis,MN,12.26,Debit
ORD-001252,2024-05-24 19:08:53,2024-05-28 19:08:53,CUST-3057,Maria Simmons,Enterprise,PROD-5596,Accessories Citizen,Apparel,Accessories,34,7206.74,0.32,-706.08,West,Salt Lake City,UT,32.68,Mobile Pay
ORD-001253,2024-08-19 03:34:31,2024-08-27 03:34:31,CUST-2246,Mrs. Jennifer Henson,Corporate,PROD-1715,Tables Heavy,Furniture,Tables,19,38870.8,0.21,11227.89,Midwest,Milwaukee,WI,83.65,Cash
ORD-001254,2024-09-27 07:15:18,2024-10-03 07:15:18,CUST-5333,Cynthia Carter,Corporate,PROD-2971,Audio Alone,Technology,Audio,45,100670.31,0.08,29332.71,South,San Antonio,TX,61.95,Debit
ORD-001255,2024-11-11 08:09:44,2024-11-21 08:09:44,CUST-5077,Chad Powell,Enterprise,PROD-9125,Markers Wait,Office Supplies,Markers,36,69180.35,0.19,10135.67,South,Oklahoma City,OK,14.61,Cash
ORD-001256,2024-10-26 14:41:04,2024-11-04 14:41:04,CUST-1788,Lori Ramsey,Enterprise,PROD-9350,Storage Media,Office Supplies,Storage,3,4495.44,0.07,1177.38,Midwest,Cleveland,OH,116.57,Credit
ORD-001257,2025-01-01 17:47:18,2025-01-11 17:47:18,CUST-2330,Joseph Hall,Enterprise,PROD-7900,Audio List,Technology,Audio,21,59512.25,0.05,14632.31,Mountain,Albuquerque,NM,40.33,BNPL
ORD-001258,2025-04-27 13:10:20,2025-05-04 13:10:20,CUST-6552,Susan Smith,Small Business,PROD-9592,Women's Clothing Recognize,Apparel,Women's Clothing,4,4051.98,0.37,341.3,Mountain,Helena,MT,29.81,Credit
ORD-001259,2025-07-26 00:30:48,2025-07-30 00:30:48,CUST-3369,Sierra Taylor,Online-Only,PROD-7368,Outerwear Middle,Apparel,Outerwear,46,45306.5,0.1,15596.48,South,New Orleans,LA,116.72,Transfer
ORD-001260,2025-03-28 15:20:46,2025-04-06 15:20:46,CUST-3736,Deanna Rodriguez,Retailer,PROD-7680,Appliances Region,Home & Kitchen,Appliances,31,58614.85,0.07,22670.97,East,Atlanta,GA,84.38,Mobile Pay
ORD-001261,2025-06-23 09:16:12,2025-07-01 09:16:12,CUST-5333,Cynthia Carter,Corporate,PROD-3118,Men's Clothing Professor,Apparel,Men's Clothing,19,31902.19,0.32,-678.82,East,Philadelphia,PA,35.83,Transfer
ORD-001262,2024-08-15 19:38:57,2024-08-23 19:38:57,CUST-7794,Hannah Wood,Online-Only,PROD-5321,Bookcases Feeling,Furniture,Bookcases,33,38155.46,0.05,17014.01,Mountain,Boise,ID,61.97,Debit
ORD-001263,2024-12-26 18:38:58,2024-12-29 18:38:58,CUST-5014,Michelle Martin,Consumer,PROD-2651,Pens Him,Office Supplies,Pens,5,2875.58,0.18,1023.78,East,Raleigh,NC,40.16,Mobile Pay
ORD-001264,2025-08-14 03:26:15,2025-08-20 03:26:15,CUST-7973,Ray Cruz,Consumer,PROD-8006,Laptops Their,Technology,Laptops,25,40572.68,0.1,13007.43,East,Atlanta,GA,64.09,Cash
ORD-001265,2025-09-08 09:04:50,2025-09-15 09:04:50,CUST-6229,Phillip Lopez,Corporate,PROD-8133,Bookcases Expect,Furniture,Bookcases,32,35509.06,0.32,-793.02,West,Sacramento,CA,102.24,PayPal
ORD-001266,2024-05-11 01:52:46,2024-05-13 01:52:46,CUST-7936,Barry English,Online-Only,PROD-4007,Chairs Generation,Furniture,Chairs,10,18120.43,0.34,-95.97,West,Portland,OR,50.99,Credit
ORD-001267,2025-03-19 21:32:56,2025-03-22 21:32:56,CUST-6836,Daniel Solomon,Consumer,PROD-6086,Networking Case,Technology,Networking,25,53719.47,0.14,3962.22,West,Los Angeles,CA,113.75,Cash
ORD-001268,2024-07-02 01:41:45,2024-07-12 01:41:45,CUST-8302,April Hill,Small Business,PROD-5773,Accessories Media,Apparel,Accessories,43,95015.47,0.18,28813.1,Mountain,Santa Fe,NM,66.27,PayPal
ORD-001269,2024-12-18 14:55:10,2024-12-24 14:55:10,CUST-6552,Susan Smith,Small Business,PROD-6086,Networking Case,Technology,Networking,19,45099.37,0.05,7283.86,West,Las Vegas,NV,18.04,BNPL
ORD-001270,2025-07-18 04:36:00,2025-07-19 04:36:00,CUST-8654,Brittany Mcdonald,Consumer,PROD-6945,Men's Clothing American,Apparel,Men's Clothing,46,54004.77,0.12,22802.97,Mountain,Billings,MT,59.96,Transfer
ORD-001271,2024-05-30 00:33:32,2024-06-03 00:33:32,CUST-5315,Bobby Spencer,Retailer,PROD-8302,Outerwear Though,Apparel,Outerwear,41,20894.92,0.23,1988.18,South,New Orleans,LA,80.56,Mobile Pay
ORD-001272,2024-08-18 11:55:41,2024-08-20 11:55:41,CUST-2818,Lisa Smith,Small Business,PROD-4599,Footwear Southern,Apparel,Footwear,36,30251.23,0.28,4078.51,South,Tampa,FL,27.84,Mobile Pay
ORD-001273,2024-07-30 23:16:19,2024-08-01 23:16:19,CUST-8999,John Joseph,Retailer,PROD-7283,Appliances Unit,Office Supplies,Appliances,18,11041.4,0.21,1565.48,West,Salt Lake City,UT,50.2,Transfer
ORD-001274,2024-11-21 22:00:55,2024-11-27 22:00:55,CUST-1719,Phillip Williams,Retailer,PROD-6945,Men's Clothing American,Apparel,Men's Clothing,24,28496.59,0.11,12217.39,West,Los Angeles,CA,17.45,Debit
ORD-001275,2024-12-19 15:47:47,2024-12-20 15:47:47,CUST-8132,Natasha Wells,Corporate,PROD-9828,Bedding Nature,Home & Kitchen,Bedding,7,2010.14,0.14,391.67,East,Miami,FL,89.46,Debit
ORD-001276,2024-07-13 03:24:02,2024-07-23 03:24:02,CUST-2825,Nathan Williamson,Online-Only,PROD-7646,Wearables Market,Technology,Wearables,35,15122.18,0.02,3968.03,Midwest,Milwaukee,WI,56.8,PayPal
ORD-001277,2024-10-31 09:18:46,2024-11-09 09:18:46,CUST-8713,Rebecca Jefferson,Consumer,PROD-6033,Audio Compare,Technology,Audio,34,56517.12,0.14,17831.92,East,Miami,FL,87.82,Transfer
ORD-001278,2024-09-27 03:11:28,2024-09-30 03:11:28,CUST-3814,Taylor Hernandez,Enterprise,PROD-6033,Audio Compare,Technology,Audio,34,63088.88,0.04,24403.68,East,Orlando,FL,75.02,Cash
ORD-001279,2025-01-26 07:56:56,2025-02-01 07:56:56,CUST-4314,Jacob Wheeler,Small Business,PROD-6601,Paper Age,Office Supplies,Paper,35,34245.63,0.23,7793.33,South,Birmingham,AL,106.71,Mobile Pay
ORD-001280,2024-05-27 08:40:06,2024-05-28 08:40:06,CUST-2825,Nathan Williamson,Online-Only,PROD-7653,Storage Air,Office Supplies,Storage,31,49969.02,0.2,11573.97,East,Baltimore,MD,85.65,Credit
ORD-001281,2024-11-16 00:47:10,2024-11-26 00:47:10,CUST-2519,Krista Graham,Enterprise,PROD-8889,Chairs Speak,Furniture,Chairs,45,13288.05,0.1,5511.15,South,Birmingham,AL,41.6,Transfer
ORD-001282,2025-03-29 20:51:10,2025-03-31 20:51:10,CUST-6452,Wayne Nichols,Consumer,PROD-9922,Phones Care,Technology,Phones,37,68823.44,0.1,25991.13,South,Houston,TX,19.75,PayPal
ORD-001283,2024-07-10 00:20:18,2024-07-12 00:20:18,CUST-4478,Sandra Quinn,Online-Only,PROD-6162,Decor Body,Home & Kitchen,Decor,20,13487.92,0.27,-1137.88,West,San Diego,CA,14.17,BNPL
ORD-001284,2025-05-16 14:28:42,2025-05-19 14:28:42,CUST-1792,Joseph Burns,Online-Only,PROD-9410,Women's Clothing Outside,Apparel,Women's Clothing,48,13311.42,0.22,338.46,Midwest,Milwaukee,WI,26.41,Debit
ORD-001285,2024-06-11 08:48:01,2024-06-19 08:48:01,CUST-2175,Rhonda Collins,Retailer,PROD-3274,Men's Clothing Almost,Apparel,Men's Clothing,18,1970.06,0.2,475.52,South,Memphis,TN,10.05,Cash
ORD-001286,2025-08-30 06:14:53,2025-09-02 06:14:53,CUST-3077,Robert Leonard,Enterprise,PROD-7145,Men's Clothing Beyond,Apparel,Men's Clothing,47,71140.02,0.39,6862.35,Mountain,Reno,NV,107.62,PayPal
ORD-001287,2025-04-21 17:04:52,2025-04-30 17:04:52,CUST-8160,Daniel Evans,Small Business,PROD-4833,Tables Manager,Furniture,Tables,30,61164.79,0.22,6104.59,Mountain,Billings,MT,68.4,BNPL
ORD-001288,2025-05-27 05:40:40,2025-05-28 05:40:40,CUST-4335,George Gay,Consumer,PROD-6245,Accessories Trip,Apparel,Accessories,4,4472.47,0.31,982.79,West,Salt Lake City,UT,12.87,BNPL
ORD-001289,2024-03-17 10:01:47,2024-03-23 10:01:47,CUST-1302,Matthew Leblanc,Small Business,PROD-9302,Bookcases Travel,Furniture,Bookcases,49,99426.23,0.19,36075.11,West,Seattle,WA,93.34,Transfer
ORD-001290,2024-06-16 06:43:45,2024-06-17 06:43:45,CUST-8664,Juan Meyer,Online-Only,PROD-5591,Markers Bad,Office Supplies,Markers,35,42181.33,0.15,4863.98,Midwest,Kansas City,MO,52.42,Mobile Pay
ORD-001291,2024-04-09 06:59:45,2024-04-14 06:59:45,CUST-7373,Douglas Beard,Small Business,PROD-2549,Haircare Matter,Health & Beauty,Haircare,22,57188.77,0.07,15345.21,Mountain,Reno,NV,20.44,Mobile Pay
ORD-001292,2024-07-09 13:33:10,2024-07-11 13:33:10,CUST-5191,Nathan Powers,Corporate,PROD-1715,Tables Heavy,Furniture,Tables,1,1709.18,0.34,254.29,Midwest,Minneapolis,MN,47.38,Transfer
ORD-001293,2025-06-26 16:38:16,2025-06-30 16:38:16,CUST-1024,Dr. Paula Wilkinson,Retailer,PROD-8884,Haircare Reflect,Health & Beauty,Haircare,42,16320.49,0.29,601.99,South,Austin,TX,47.17,Credit
ORD-001294,2024-06-21 22:25:22,2024-06-23 22:25:22,CUST-4945,Julie Scott,Online-Only,PROD-1550,Men's Clothing Child,Apparel,Men's Clothing,17,22483.83,0.31,-1143.45,South,New Orleans,LA,92.15,Mobile Pay
ORD-001295,2024-09-16 18:08:51,2024-09-26 18:08:51,CUST-1912,Tony Peterson,Retailer,PROD-4833,Tables Manager,Furniture,Tables,14,24518.19,0.33,-1176.57,Midwest,Kansas City,MO,15.9,BNPL
ORD-001296,2024-09-12 07:41:57,2024-09-17 07:41:57,CUST-1810,Elizabeth Wong,Online-Only,PROD-8133,Bookcases Expect,Furniture,Bookcases,37,52529.25,0.13,10554.97,South,Birmingham,AL,79.78,BNPL
ORD-001297,2024-10-07 20:06:13,2024-10-14 20:06:13,CUST-3427,Matthew Hanson,Corporate,PROD-3353,Appliances Foot,Home & Kitchen,Appliances,6,3688.44,0.11,1421.7,Midwest,Minneapolis,MN,5.58,Mobile Pay
ORD-001298,2024-01-08 17:56:30,2024-01-11 17:56:30,CUST-4035,Brian Jones,Corporate,PROD-1715,Tables Heavy,Furniture,Tables,3,6137.49,0.21,1772.82,West,Portland,OR,104.2,Mobile Pay
ORD-001299,2025-09-19 10:44:11,2025-09-26 10:44:11,CUST-7691,Andrew Herring,Online-Only,PROD-4007,Chairs Generation,Furniture,Chairs,11,22046.53,0.27,2008.49,Midwest,Detroit,MI,51.27,Credit
ORD-001300,2025-01-16 04:53:35,2025-01-20 04:53:35,CUST-8919,Jonathan Quinn,Small Business,PROD-6681,Copiers Dog,Technology,Copiers,23,44485.63,0.15,2641.73,East,Atlanta,GA,13.6,Transfer
ORD-001301,2024-04-23 20:18:13,2024-04-24 20:18:13,CUST-4774,Robert Lewis,Online-Only,PROD-1772,Bookcases Second,Furniture,Bookcases,18,2626.25,0.15,407.93,East,New York,NY,53.02,Transfer
ORD-001302,2025-03-18 04:48:01,2025-03-20 04:48:01,CUST-6002,Kristina Wolfe,Consumer,PROD-6802,Outerwear Agency,Apparel,Outerwear,21,11095.81,0.28,1338.16,South,Memphis,TN,104.36,Mobile Pay
ORD-001303,2025-01-26 18:52:56,2025-02-01 18:52:56,CUST-8935,Larry Ellis,Small Business,PROD-4930,Chairs Case,Furniture,Chairs,29,30610.7,0.31,1674.79,Midwest,Columbus,OH,84.92,Transfer
ORD-001304,2024-05-06 13:29:16,2024-05-12 13:29:16,CUST-2325,David Gutierrez,Retailer,PROD-8318,Monitors Full,Technology,Monitors,11,9592.14,0.08,4317.42,South,Nashville,TN,63.37,Transfer
ORD-001305,2025-07-20 02:01:04,2025-07-22 02:01:04,CUST-7857,Thomas Burgess,Small Business,PROD-7900,Audio List,Technology,Audio,25,64881.77,0.13,11453.27,East,Atlanta,GA,22.82,PayPal
ORD-001306,2024-05-21 02:50:49,2024-05-25 02:50:49,CUST-1039,John Wright,Consumer,PROD-8459,Decor Pattern,Home & Kitchen,Decor,10,6866.65,0.39,-1699.25,Midwest,Milwaukee,WI,15.36,Transfer
ORD-001307,2025-07-05 05:31:14,2025-07-07 05:31:14,CUST-4605,Erin Clark,Corporate,PROD-6945,Men's Clothing American,Apparel,Men's Clothing,42,48748.38,0.13,20259.78,South,San Antonio,TX,12.81,Mobile Pay
ORD-001308,2025-04-19 09:57:33,2025-04-29 09:57:33,CUST-2855,Ashley Sullivan,Small Business,PROD-8884,Haircare Reflect,Health & Beauty,Haircare,7,2873.32,0.25,253.57,Mountain,Albuquerque,NM,77.93,Mobile Pay
ORD-001309,2024-01-10 20:20:18,2024-01-11 20:20:18,CUST-5805,Amanda Mcdaniel,Online-Only,PROD-8523,Decor Along,Home & Kitchen,Decor,46,43485.53,0.25,10868.77,Midwest,Columbus,OH,62.17,Cash
ORD-001310,2024-01-23 19:29:10,2024-01-29 19:29:10,CUST-1719,Phillip Williams,Retailer,PROD-6698,Decor Wait,Home & Kitchen,Decor,5,2438.88,0.12,898.98,West,Seattle,WA,46.59,BNPL
ORD-001311,2025-02-15 09:54:37,2025-02-17 09:54:37,CUST-7463,Lucas Nunez,Consumer,PROD-7998,Skincare Computer,Health & Beauty,Skincare,47,50647.57,0.19,11088.61,Midwest,Kansas City,MO,82.15,BNPL
ORD-001312,2025-06-22 22:52:08,2025-07-01 22:52:08,CUST-3512,Ebony Zhang,Corporate,PROD-8083,Monitors Tell,Technology,Monitors,21,23623.29,0.07,8944.92,Mountain,Colorado Springs,CO,102.95,Cash
ORD-001313,2025-03-17 10:25:38,2025-03-19 10:25:38,CUST-5183,Sharon Goodman,Online-Only,PROD-2039,Monitors Often,Technology,Monitors,15,3861.22,0.07,1649.77,South,Oklahoma City,OK,76.26,Transfer
ORD-001314,2025-02-07 21:27:10,2025-02-16 21:27:10,CUST-4289,Richard Martin,Consumer,PROD-5591,Markers Bad,Office Supplies,Markers,33,29945.2,0.36,-5239.73,Midwest,Indianapolis,IN,57.62,Debit
ORD-001315,2024-02-12 11:11:47,2024-02-14 11:11:47,CUST-7377,Gabriel Beltran,Online-Only,PROD-2907,Wearables Heavy,Technology,Wearables,34,54520.1,0.08,7117.3,South,Nashville,TN,92.75,BNPL
ORD-001316,2025-07-26 06:46:26,2025-08-05 06:46:26,CUST-2847,Kimberly Thomas,Corporate,PROD-9068,Art Piece,Office Supplies,Art,15,28727.62,0.36,-6485.03,East,Miami,FL,53.78,Debit
ORD-001317,2025-07-12 19:36:52,2025-07-14 19:36:52,CUST-9188,Sabrina Adams,Retailer,PROD-5292,Accessories Real,Technology,Accessories,26,43789.22,0.09,14803.38,West,San Diego,CA,65.03,Credit
ORD-001318,2025-01-19 08:25:43,2025-01-22 08:25:43,CUST-3736,Deanna Rodriguez,Retailer,PROD-4599,Footwear Southern,Apparel,Footwear,35,31453.35,0.23,6007.65,Mountain,Santa Fe,NM,44.42,Mobile Pay
ORD-001319,2025-03-11 11:26:12,2025-03-15 11:26:12,CUST-3851,Holly Evans,Enterprise,PROD-1574,Supplements Full,Health & Beauty,Supplements,10,20601.58,0.28,293.08,Mountain,Albuquerque,NM,20.55,Debit
ORD-001320,2024-06-04 17:01:00,2024-06-10 17:01:00,CUST-3226,Melissa Robinson,Corporate,PROD-5596,Accessories Citizen,Apparel,Accessories,44,9326.36,0.32,-913.76,West,Sacramento,CA,119.95,Debit
ORD-001321,2025-01-06 08:53:43,2025-01-07 08:53:43,CUST-9901,Michael Morris,Consumer,PROD-9410,Women's Clothing Outside,Apparel,Women's Clothing,13,4159.82,0.1,646.31,West,Denver,CO,42.99,Debit
ORD-001322,2025-05-21 14:27:20,2025-05-26 14:27:20,CUST-2660,Patrick Combs,Enterprise,PROD-7655,Supplements Full,Health & Beauty,Supplements,5,80.93,0.14,24.13,South,Memphis,TN,49.21,BNPL
ORD-001323,2024-12-31 13:13:56,2025-01-07 13:13:56,CUST-5983,Michelle Cooper,Small Business,PROD-9254,Paper Community,Office Supplies,Paper,10,4958.73,0.15,1683.53,East,New York,NY,28.93,Cash
ORD-001324,2025-05-07 15:21:31,2025-05-08 15:21:31,CUST-5077,Chad Powell,Enterprise,PROD-4599,Footwear Southern,Apparel,Footwear,22,16176.01,0.37,181.57,East,Miami,FL,73.52,Cash
ORD-001325,2025-05-23 04:31:08,2025-06-02 04:31:08,CUST-7592,Paul Zuniga,Retailer,PROD-2171,Decor Kind,Home & Kitchen,Decor,27,31408.4,0.33,-199.96,West,San Francisco,CA,30.15,Debit
ORD-001326,2025-04-11 15:36:25,2025-04-13 15:36:25,CUST-5212,Carolyn Gaines,Retailer,PROD-8318,Monitors Full,Technology,Monitors,23,20056.29,0.08,9027.33,West,San Diego,CA,38.82,Credit
ORD-001327,2025-08-05 09:27:23,2025-08-07 09:27:23,CUST-5123,Connie Smith,Enterprise,PROD-9615,Networking Move,Technology,Networking,46,6147.56,0.02,2195.24,South,New Orleans,LA,64.26,Transfer
ORD-001328,2024-06-15 03:03:10,2024-06-25 03:03:10,CUST-3369,Sierra Taylor,Online-Only,PROD-1751,Cosmetics Myself,Health & Beauty,Cosmetics,48,69241.6,0.06,14945.44,East,Washington,DC,57.43,BNPL
ORD-001329,2024-10-05 15:59:23,2024-10-14 15:59:23,CUST-5034,Shane Briggs,Online-Only,PROD-5678,Outerwear About,Apparel,Outerwear,18,4178.19,0.19,89.13,West,San Francisco,CA,41.08,Transfer
ORD-001330,2024-11-08 15:05:16,2024-11-10 15:05:16,CUST-9787,Katherine Cunningham,Online-Only,PROD-2701,Cabinets Play,Furniture,Cabinets,48,19932.46,0.14,2737.9,West,Phoenix,AZ,94.67,PayPal
ORD-001331,2024-06-08 17:05:06,2024-06-18 17:05:06,CUST-1557,Amy Duncan,Corporate,PROD-6252,Women's Clothing According,Apparel,Women's Clothing,7,10567.58,0.09,2089.81,South,New Orleans,LA,87.27,Mobile Pay
ORD-001332,2025-04-04 07:26:50,2025-04-05 07:26:50,CUST-5641,Lydia Snyder PhD,Corporate,PROD-3118,Men's Clothing Professor,Apparel,Men's Clothing,46,90866.93,0.2,11986.59,Mountain,Helena,MT,102.8,Credit
ORD-001333,2025-08-03 06:35:48,2025-08-08 06:35:48,CUST-2415,Katherine Butler,Retailer,PROD-1509,Laptops World,Technology,Laptops,6,12368.68,0.07,4088.56,South,Nashville,TN,95.35,BNPL
ORD-001334,2024-01-05 08:25:35,2024-01-11 08:25:35,CUST-8544,Jessica Alvarez,Enterprise,PROD-1248,Footwear Bit,Apparel,Footwear,46,34455.53,0.33,3043.05,Midwest,Milwaukee,WI,85.44,Transfer
ORD-001335,2025-03-26 09:39:21,2025-03-29 09:39:21,CUST-8095,Daniel Shields,Corporate,PROD-4755,Networking Live,Technology,Networking,42,22073.1,0.08,9434.04,Mountain,Boise,ID,46.39,Mobile Pay
ORD-001336,2025-03-10 07:25:55,2025-03-17 07:25:55,CUST-6552,Susan Smith,Small Business,PROD-7655,Supplements Full,Health & Beauty,Supplements,46,597.35,0.31,74.79,Midwest,Milwaukee,WI,7.93,Cash
ORD-001337,2025-06-26 10:04:04,2025-06-27 10:04:04,CUST-5502,James Sims,Corporate,PROD-9770,Fitness Equipment Place,Health & Beauty,Fitness Equipment,4,811.98,0.05,274.14,Mountain,Santa Fe,NM,71.52,BNPL
ORD-001338,2024-10-26 14:20:37,2024-10-28 14:20:37,CUST-3828,Gerald Macdonald,Consumer,PROD-4418,Accessories Give,Apparel,Accessories,50,14768.64,0.36,3129.64,South,Oklahoma City,OK,17.68,BNPL
ORD-001339,2024-07-24 12:00:18,2024-07-27 12:00:18,CUST-3585,Jennifer Miller,Retailer,PROD-8440,Tables Investment,Furniture,Tables,23,9339.21,0.22,3021.11,West,Salt Lake City,UT,95.89,BNPL
ORD-001340,2024-09-03 01:07:20,2024-09-10 01:07:20,CUST-3881,Timothy Yates,Online-Only,PROD-8884,Haircare Reflect,Health & Beauty,Haircare,10,5089.89,0.07,1347.39,Mountain,Santa Fe,NM,24.3,PayPal
ORD-001341,2025-02-10 22:06:17,2025-02-12 22:06:17,CUST-5710,Paul Cervantes,Enterprise,PROD-7145,Men's Clothing Beyond,Apparel,Men's Clothing,49,98484.38,0.19,31471.49,West,San Francisco,CA,59.84,Transfer
ORD-001342,2025-03-29 08:26:51,2025-04-06 08:26:51,CUST-5924,Karen Lopez DDS,Corporate,PROD-6937,Networking Strategy,Technology,Networking,44,7693.66,0.12,1769.5,South,Tampa,FL,41.27,Transfer
ORD-001343,2024-05-02 08:35:07,2024-05-09 08:35:07,CUST-9680,Jennifer Barker,Enterprise,PROD-7145,Men's Clothing Beyond,Apparel,Men's Clothing,35,75556.8,0.13,27690.45,Mountain,Colorado Springs,CO,92.11,Transfer
ORD-001344,2024-07-18 06:38:38,2024-07-26 06:38:38,CUST-5291,Donna Peterson,Retailer,PROD-2171,Decor Kind,Home & Kitchen,Decor,45,64848.19,0.17,12167.59,South,New Orleans,LA,31.93,PayPal
ORD-001345,2025-01-09 22:59:59,2025-01-17 22:59:59,CUST-1141,Nicole Harvey,Online-Only,PROD-4301,Desks Exactly,Furniture,Desks,15,23285.4,0.0,10917.9,Mountain,Helena,MT,105.48,Mobile Pay
ORD-001346,2024-05-16 17:52:17,2024-05-26 17:52:17,CUST-6118,Nicholas Allison,Online-Only,PROD-5685,Cookware Raise,Home & Kitchen,Cookware,31,27929.86,0.13,2535.28,Midwest,Columbus,OH,51.81,BNPL
ORD-001347,2025-04-23 00:16:13,2025-04-24 00:16:13,CUST-9913,Molly Bartlett,Enterprise,PROD-9828,Bedding Nature,Home & Kitchen,Bedding,3,971.68,0.03,278.05,East,Orlando,FL,38.14,Transfer
ORD-001348,2024-03-08 04:45:17,2024-03-09 04:45:17,CUST-8165,Joshua Pratt,Corporate,PROD-4212,Desks Finish,Furniture,Desks,45,56898.86,0.32,9103.46,West,Sacramento,CA,17.87,Credit
ORD-001349,2025-03-16 10:40:24,2025-03-25 10:40:24,CUST-7147,Joanna Wiggins,Online-Only,PROD-2171,Decor Kind,Home & Kitchen,Decor,4,5347.59,0.23,664.87,South,Oklahoma City,OK,30.6,Transfer
ORD-001350,2025-05-05 21:11:00,2025-05-09 21:11:00,CUST-3680,Amber Payne DDS,Corporate,PROD-1467,Cosmetics Since,Health & Beauty,Cosmetics,26,31716.96,0.3,-4173.18,Midwest,Detroit,MI,94.64,Mobile Pay
ORD-001351,2025-09-12 06:53:19,2025-09-19 06:53:19,CUST-2553,Ms. Julie Williamson,Consumer,PROD-1715,Tables Heavy,Furniture,Tables,31,49773.27,0.38,4671.68,Mountain,Colorado Springs,CO,7.48,BNPL
ORD-001352,2025-06-06 23:41:07,2025-06-08 23:41:07,CUST-3135,Kevin Burton,Small Business,PROD-2829,Cosmetics Dinner,Health & Beauty,Cosmetics,8,7036.57,0.19,542.89,Mountain,Boise,ID,26.66,Transfer
ORD-001353,2025-08-10 06:42:45,2025-08-19 06:42:45,CUST-2401,Andrea Johnson,Retailer,PROD-5685,Cookware Raise,Home & Kitchen,Cookware,4,3272.46,0.21,-4.26,East,Philadelphia,PA,32.44,Transfer
ORD-001354,2024-01-10 01:09:18,2024-01-20 01:09:18,CUST-1242,Lisa Bender,Retailer,PROD-5789,Copiers Federal,Technology,Copiers,18,28940.79,0.12,6714.03,Mountain,Helena,MT,22.68,Debit
ORD-001355,2024-02-06 22:16:23,2024-02-16 22:16:23,CUST-3626,James Jones,Small Business,PROD-6945,Men's Clothing American,Apparel,Men's Clothing,8,9605.59,0.1,4179.19,West,Phoenix,AZ,59.71,Mobile Pay
ORD-001356,2024-02-15 08:53:31,2024-02-23 08:53:31,CUST-9131,Kathleen Mcdonald,Online-Only,PROD-6698,Decor Wait,Home & Kitchen,Decor,19,10215.56,0.03,4363.94,East,Boston,MA,83.41,Credit
ORD-001357,2024-03-28 22:24:09,2024-04-01 22:24:09,CUST-4478,Sandra Quinn,Online-Only,PROD-3069,Footwear Your,Apparel,Footwear,31,12108.6,0.37,-776.86,Mountain,Reno,NV,118.34,Transfer
ORD-001358,2024-12-01 18:57:14,2024-12-03 18:57:14,CUST-7222,Tom Ramirez,Enterprise,PROD-2171,Decor Kind,Home & Kitchen,Decor,25,42537.64,0.02,13270.64,West,Las Vegas,NV,43.32,Transfer
ORD-001359,2025-05-14 10:23:53,2025-05-21 10:23:53,CUST-8609,Nathan Miller,Corporate,PROD-8351,Cabinets Politics,Furniture,Cabinets,4,3175.45,0.21,548.53,South,Tampa,FL,53.0,PayPal
ORD-001360,2024-05-29 10:03:43,2024-05-31 10:03:43,CUST-8148,Douglas Espinoza,Consumer,PROD-4418,Accessories Give,Apparel,Accessories,14,4135.22,0.36,876.3,South,Dallas,TX,89.65,Transfer
ORD-001361,2024-06-10 01:05:30,2024-06-19 01:05:30,CUST-7665,Paul Anderson,Small Business,PROD-1420,Cabinets South,Furniture,Cabinets,49,51231.64,0.03,23945.01,East,Washington,DC,111.07,BNPL
ORD-001362,2024-06-07 17:33:30,2024-06-10 17:33:30,CUST-3852,Rachel Dawson,Small Business,PROD-9302,Bookcases Travel,Furniture,Bookcases,18,27054.76,0.4,3782.92,Midwest,Cleveland,OH,51.1,BNPL
ORD-001363,2024-07-16 23:11:27,2024-07-18 23:11:27,CUST-3713,Bradley Davis,Small Business,PROD-9302,Bookcases Travel,Furniture,Bookcases,27,63578.68,0.06,28670.92,Midwest,Cleveland,OH,85.17,Cash
ORD-001364,2024-06-13 21:12:34,2024-06-18 21:12:34,CUST-4913,Emily Lee,Enterprise,PROD-9576,Accessories Hold,Technology,Accessories,16,9167.48,0.06,2254.36,Midwest,Kansas City,MO,95.89,Credit
ORD-001365,2024-08-05 22:34:14,2024-08-13 22:34:14,CUST-1774,Mark Ruiz,Small Business,PROD-7580,Pens Three,Office Supplies,Pens,24,21691.84,0.03,10210.0,South,Dallas,TX,94.44,Mobile Pay
ORD-001366,2024-01-06 11:17:31,2024-01-07 11:17:31,CUST-6552,Susan Smith,Small Business,PROD-9998,Decor Sometimes,Home & Kitchen,Decor,16,12686.84,0.06,3818.52,Midwest,St. Louis,MO,108.14,PayPal
ORD-001367,2024-09-30 16:07:34,2024-10-04 16:07:34,CUST-5441,Paul Burns,Retailer,PROD-8212,Monitors Industry,Technology,Monitors,19,29804.67,0.09,4837.15,East,Baltimore,MD,14.02,Cash
ORD-001368,2025-01-06 01:20:52,2025-01-08 01:20:52,CUST-8474,Aaron Jordan,Small Business,PROD-3069,Footwear Your,Apparel,Footwear,44,23188.0,0.15,4898.96,Mountain,Boise,ID,39.95,Mobile Pay
